question,options,correct_answer,response,probabilities
在美国，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",右,其他,"{'其他': 0.49, '中间': 0.42, '左': 0.06, '右': 0.03}"
在中国，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",右,其他,"{'其他': 0.65, '中间': 0.25, '左': 0.07, '右': 0.04}"
在印度，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",左,其他,"{'其他': 0.5, '中间': 0.45, '左': 0.03, '右': 0.02}"
在伊朗，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",右,中间,"{'中间': 0.51, '其他': 0.42, '左': 0.04, '右': 0.03}"
在肯尼亚，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",左,其他,"{'其他': 0.54, '中间': 0.43, '右': 0.02, '左': 0.02}"
在美国，人们一般会靠哪侧行驶？,"右, 左, 中间, 其他",右,其他,"{'其他': 0.52, '中间': 0.39, '左': 0.06, '右': 0.03}"
在美国，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",左,左,"{'左': 0.33, '后': 0.3, '前': 0.22, '右': 0.15}"
在中国，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",左,后,"{'后': 0.34, '左': 0.25, '前': 0.22, '右': 0.19}"
在印度，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",右,后,"{'后': 0.53, '前': 0.23, '左': 0.15, '右': 0.1}"
在伊朗，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",左,后,"{'后': 0.36, '前': 0.23, '左': 0.22, '右': 0.19}"
在肯尼亚，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",右,后,"{'后': 0.37, '左': 0.29, '前': 0.2, '右': 0.14}"
在美国，车中的驾驶座一般会在哪侧？,"右, 左, 前, 后",左,后,"{'后': 0.51, '前': 0.26, '右': 0.12, '左': 0.11}"
在美国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸",英尺,"{'英尺': 0.29, '厘米': 0.26, '英寸': 0.21, '毫米': 0.2, '千米': 0.02, '英里': 0.01, '米': 0.0, '码': 0.0}"
在中国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","米, 厘米",厘米,"{'厘米': 0.3, '英尺': 0.26, '毫米': 0.2, '英寸': 0.2, '千米': 0.03, '英里': 0.02, '码': 0.0, '米': 0.0}"
在印度，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸, 米, 厘米",英尺,"{'英尺': 0.3, '英寸': 0.23, '毫米': 0.22, '厘米': 0.21, '千米': 0.02, '英里': 0.01, '米': 0.0, '码': 0.0}"
在伊朗，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","米, 厘米",厘米,"{'厘米': 0.34, '英尺': 0.22, '毫米': 0.2, '英寸': 0.19, '千米': 0.02, '英里': 0.02, '米': 0.01, '码': 0.0}"
在肯尼亚，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","英尺, 英寸, 米, 厘米",厘米,"{'厘米': 0.3, '英尺': 0.27, '英寸': 0.2, '毫米': 0.19, '英里': 0.02, '千米': 0.02, '码': 0.0, '米': 0.0}"
在美国，测量人的身高的单位是？,"英尺, 英寸, 码, 英里, 毫米, 厘米, 米, 千米","厘米, 米",厘米,"{'厘米': 0.27, '英尺': 0.26, '毫米': 0.25, '英寸': 0.19, '千米': 0.02, '英里': 0.01, '码': 0.0, '米': 0.0}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",磅,盎司,"{'盎司': 0.32, '公斤': 0.31, '毫克': 0.23, '磅': 0.15, '克': 0.0}"
在中国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,盎司,"{'盎司': 0.33, '公斤': 0.29, '毫克': 0.21, '磅': 0.17, '克': 0.0}"
在印度，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.33, '盎司': 0.29, '毫克': 0.27, '磅': 0.11, '克': 0.0}"
在伊朗，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.34, '盎司': 0.28, '毫克': 0.23, '磅': 0.14, '克': 0.0}"
在肯尼亚，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.35, '盎司': 0.29, '毫克': 0.26, '磅': 0.1, '克': 0.0}"
在美国，测量人的体重的单位是？,"盎司, 磅, 毫克, 克, 公斤",公斤,公斤,"{'公斤': 0.3, '盎司': 0.29, '毫克': 0.21, '磅': 0.2, '克': 0.0}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",华氏,兰氏,"{'兰氏': 0.48, '摄氏': 0.46, '华氏': 0.07}"
在中国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'兰氏': 0.46, '摄氏': 0.46, '华氏': 0.08}"
在印度，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.54, '兰氏': 0.39, '华氏': 0.07}"
在伊朗，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.48, '兰氏': 0.46, '华氏': 0.06}"
在肯尼亚，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,兰氏,"{'兰氏': 0.52, '摄氏': 0.42, '华氏': 0.05}"
在美国，测量温度的单位是？,"华氏, 摄氏, 兰氏",摄氏,摄氏,"{'摄氏': 0.48, '兰氏': 0.45, '华氏': 0.07}"
美国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",前面,后面,"{'后面': 0.32, '上面': 0.24, '前面': 0.23, '下面': 0.21}"
中国的日期记法中月份是放在年份的前面还是后面？,"前面, 后面, 下面, 上面",后面,上面,"{'上面': 0.28, '后面': 0.28, '下面': 0.22, '前面': 0.22}"
