question,options,correct_answer,response,probabilities
Watu hukaa upande gani wanapoendesha gari nchini Marekani?,"kulia, kushoto, katikati, popote",kulia,katikati,"{'katikati': 0.68, 'kushoto': 0.17, 'kulia': 0.13, 'popote': 0.01}"
Watu hukaa upande gani wanapoendesha gari nchini China?,"kulia, kushoto, katikati, popote",kulia,katikati,"{'katikati': 0.57, 'kushoto': 0.23, 'kulia': 0.19, 'popote': 0.01}"
Watu hukaa upande gani wanapoendesha gari nchini India?,"kulia, kushoto, katikati, popote",kushoto,katikati,"{'katikati': 0.63, 'kushoto': 0.24, 'kulia': 0.12, 'popote': 0.01}"
Watu hukaa upande gani wanapoendesha gari nchini Uajemi?,"kulia, kushoto, katikati, popote",kulia,katikati,"{'katikati': 0.6, 'kulia': 0.2, 'kushoto': 0.19, 'popote': 0.01}"
Watu hukaa upande gani wanapoendesha gari nchini Kenya?,"kulia, kushoto, katikati, popote",kushoto,katikati,"{'katikati': 0.65, 'kushoto': 0.21, 'kulia': 0.13, 'popote': 0.01}"
Watu hukaa upande gani wanapoendesha gari nchini Marekani?,"kulia, kushoto, katikati, popote",kulia,katikati,"{'katikati': 0.62, 'kushoto': 0.22, 'kulia': 0.15, 'popote': 0.02}"
Kiti cha dereva huwa upande gani wa gari nchini Marekani?,"kulia, kushoto, mbele, nyuma",kushoto,mbele,"{'mbele': 0.49, 'kushoto': 0.24, 'kulia': 0.23, 'nyuma': 0.05}"
Kiti cha dereva huwa upande gani wa gari nchini China?,"kulia, kushoto, mbele, nyuma",kushoto,kushoto,"{'kushoto': 0.34, 'mbele': 0.31, 'kulia': 0.29, 'nyuma': 0.07}"
Kiti cha dereva huwa upande gani wa gari nchini India?,"kulia, kushoto, mbele, nyuma",kulia,mbele,"{'mbele': 0.43, 'kushoto': 0.26, 'kulia': 0.25, 'nyuma': 0.05}"
Kiti cha dereva huwa upande gani wa gari nchini Uajemi?,"kulia, kushoto, mbele, nyuma",kushoto,kushoto,"{'kushoto': 0.42, 'kulia': 0.28, 'mbele': 0.25, 'nyuma': 0.05}"
Kiti cha dereva huwa upande gani wa gari nchini Kenya?,"kulia, kushoto, mbele, nyuma",kulia,kulia,"{'kulia': 0.34, 'mbele': 0.32, 'kushoto': 0.28, 'nyuma': 0.06}"
Kiti cha dereva huwa upande gani wa gari nchini Marekani?,"kulia, kushoto, mbele, nyuma",kushoto,kulia,"{'kulia': 0.33, 'kushoto': 0.31, 'mbele': 0.31, 'nyuma': 0.05}"
Kitengo kipi hutumika kupima urefu nchini Marekani?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","fiti, inchi",sentimita,"{'sentimita': 0.46, 'milimita': 0.3, 'kilomita': 0.09, 'mita': 0.06, 'fiti': 0.03, 'inchi': 0.03, 'maili': 0.02, 'yadi': 0.01}"
Kitengo kipi hutumika kupima urefu nchini China?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","mita, sentimita",sentimita,"{'sentimita': 0.56, 'milimita': 0.21, 'mita': 0.07, 'kilomita': 0.07, 'fiti': 0.03, 'inchi': 0.03, 'maili': 0.01, 'yadi': 0.01}"
Kitengo kipi hutumika kupima urefu nchini India?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","fiti, inchi, mita, sentimita",sentimita,"{'sentimita': 0.45, 'milimita': 0.29, 'inchi': 0.08, 'kilomita': 0.08, 'mita': 0.07, 'maili': 0.02, 'yadi': 0.01, 'fiti': 0.0}"
Kitengo kipi hutumika kupima urefu nchini Uajemi?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","mita, sentimita",sentimita,"{'sentimita': 0.59, 'milimita': 0.25, 'kilomita': 0.07, 'mita': 0.05, 'inchi': 0.02, 'maili': 0.01, 'yadi': 0.01, 'fiti': 0.0}"
Kitengo kipi hutumika kupima urefu nchini Kenya?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","fiti, inchi, mita, sentimita",sentimita,"{'sentimita': 0.45, 'milimita': 0.29, 'kilomita': 0.11, 'mita': 0.1, 'inchi': 0.02, 'yadi': 0.01, 'maili': 0.01, 'fiti': 0.01}"
Kitengo kipi hutumika kupima urefu nchini Marekani?,"fiti, inchi, yadi, maili, milimita, sentimita, mita, kilomita","sentimita, mita",sentimita,"{'sentimita': 0.4, 'milimita': 0.33, 'kilomita': 0.1, 'yadi': 0.06, 'mita': 0.06, 'inchi': 0.03, 'maili': 0.02, 'fiti': 0.01}"
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",pauni,miligramuuu,"{'miligramuuu': 0.55, 'kilogramu': 0.36, 'wanzi': 0.05, 'gramu': 0.04, 'pauni': 0.0}"
Kitengo kipi hupima uzito nchini China?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.54, 'kilogramu': 0.29, 'wanzi': 0.14, 'gramu': 0.02, 'pauni': 0.01}"
Kitengo kipi hupima uzito nchini India?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.56, 'kilogramu': 0.25, 'gramu': 0.14, 'wanzi': 0.05, 'pauni': 0.01}"
Kitengo kipi hupima uzito nchini Uajemi?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.59, 'kilogramu': 0.24, 'wanzi': 0.1, 'gramu': 0.06, 'pauni': 0.01}"
Kitengo kipi hupima uzito nchini Kenya?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.67, 'kilogramu': 0.23, 'gramu': 0.05, 'wanzi': 0.04, 'pauni': 0.01}"
Kitengo kipi hupima uzito nchini Marekani?,"wanzi, pauni, miligramuuu, gramu, kilogramu",kilogramu,miligramuuu,"{'miligramuuu': 0.59, 'kilogramu': 0.28, 'wanzi': 0.11, 'gramu': 0.02, 'pauni': 0.0}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Fahrenheit,Fahrenheit,"{'Fahrenheit': 0.71, 'Celsius': 0.26, 'Rankine': 0.02}"
Kitengo kipi hutumika kupima joto nchini China?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.55, 'Fahrenheit': 0.4, 'Rankine': 0.05}"
Kitengo kipi hutumika kupima joto nchini India?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.75, 'Fahrenheit': 0.22, 'Rankine': 0.03}"
Kitengo kipi hutumika kupima joto nchini Uajemi?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.5, 'Fahrenheit': 0.46, 'Rankine': 0.05}"
Kitengo kipi hutumika kupima joto nchini Kenya?,"Fahrenheit, Celsius, Rankine",Celsius,Celsius,"{'Celsius': 0.54, 'Fahrenheit': 0.33, 'Rankine': 0.13}"
Kitengo kipi hutumika kupima joto nchini Marekani?,"Fahrenheit, Celsius, Rankine",Celsius,Fahrenheit,"{'Fahrenheit': 0.55, 'Celsius': 0.25, 'Rankine': 0.2}"
"Nchini marekani, Mwezi huja kabla ama baada ya Mwaka kwenye muundo wa tarehe?","kabla, baada, chini, juu",kabla,kabla,"{'kabla': 0.82, 'baada': 0.08, 'juu': 0.05, 'chini': 0.04}"
